HANZI,PINYIN,DEF1,TIPO1,DEF2,TIPO2,LECCION,NUM
妹妹,MÈIMEI,hermana menor,NOM,,,8,10
小,XIǍO,"pequeño, menor",ADJ,,,8,11
狗,GǑU,perro,NOM,,,8,12
当然,DĀNGRÁN,"obvio, como debe ser",ADJ,,,8,13
张,ZHĀNG,clasificador para objetos planos,CLA,,,8,14
真,ZHĒN,realmente,ADV,real / verdadero,ADJ,8,15
可爱,KĚÀI,"adorable, agradable / precioso",ADJ,,,8,16
爱,ÀI,amor,NOM,amar,VER,8,17
没,MÉI,no haber,VER,,,8,18
做,ZUÒ,hacer,VER,,,8,19
工作,GŌNGZUÒ,trabajo,NOM,trabajar,VER,8,20
大,DÀ,"grande, voluminoso",ADJ,,,8,21
多少,DUŌSHǍO,"cuánto, cuántos",PI,,,8,22
多,DUŌ,mucho,ADJ,,,8,23
少,SHǍO,poco,ADJ,,,8,24
喜欢,XǏHUAN,"gustar, preferir",VER,,,8,25
外国,WÀIGUÓ,país extranjero,NOM,,,8,26
百,BǍI,cien,NUM,,,8,27
口,KǑU,boca,NOM,,,8,28
,JĪNNIÁN,este año,NOM,,,9,1
,NIÁN,año,NOM,,,9,2
,SUÌ,año (edad),CLA,,,9,3
,KÈ,clase / lección,NOM,,,9,4
,XĪNGQĪ,semana,NOM,,,9,5
,SHÀNGWǓ,por la mañana,NOM,,,9,6
,SHÀNG,encima / pasado,NOM,,,9,7
,XIÀWǓ,por la tarde,NOM,,,9,8
,XIÀ,debajo / próximo,NOM,,,9,9
,XĪNGQĪRÌ,domingo,NOM,,,9,10
,SHĒNGRI,cumpleaños,NOM,,,9,11
,SHĒNG,nacer,VER,vida,NOM,9,12
,DUŌDÀ,¿cuántos años / qué edad?,PI,,,9,13
,CHŪSHĒNG,nacer,VER,nacimiento,NOM,9,14
,CHŪ,salir,VER,fuera,ADV,9,15
,SHǓ,nacer en el año de,VER,,,9,16
,MǍ,caballo,NOM,,,9,17
,JÙHUÌ,fiesta,NOM,,,9,18
,HUÌ,reunión,NOM,,,9,19
,ZHÙHÈ,felicitar,VER,felicitación,NOM,9,20
,ZHÙ,"desear, felicitar",VER,deseo,NOM,9,21
,CĀNJIĀ,participar / asistir / integrarse,VER,,,9,22
,GUÒ,celebrar,VER,,,9,23
,CHĪ,comer,VER,,,9,24
,DÀNGĀO,pastel / torta,NOM,,,9,25
,DÀN,huevo,NOM,,,9,26
,GĀO,pastel,NOM,,,9,27
,MǍI,comprar,VER,,,9,28
,PÍNG,botella,CLA,,,9,29
,HÓNG,rojo,ADJ,,,9,30
,PÚTÁOJIǓ,vino,NOM,,,9,31
,PÚTÁO,uva,NOM,,,9,32
,JIǓ,bebida alcohólica,NOM,,,9,33
,BĚIJĪNG,Beijing,NP,,,9,34
,KUÀILÈ,feliz,ADJ,,,9,35
,PIÀOLIANG,guapa (chica) / bonito (cosas),ADJ,,,9,36
,KǍOYĀ,pato laqueado,NOM,,,9,37
,YĀ,pato,NOM,,,9,38
,SHÒUMIÀN,tallarines de la longevidad,NOM,,,9,39
,MIÀN,tallarín / cara,NOM,,,9,40
,YUÈ,mes / luna,NOM,,,9,41
,WǍNSHANG,noche,NOM,,,9,42
,ÉRZI,hijo,NOM,,,9,43
,GUĀNGPÁN,CD,NOM,,,10,1
,CHÁNGCHÁNG,"a menudo, frecuentemente",ADV,,,10,2
,CHÁNG,"a menudo, frecuentemente",ADV,,,10,3
,GĒN,con,PRE,seguir,VER,10,4
,SHĀNGCHǍNG,centro comercial,NOM,,,10,5
,SHĀNG,"comercio, negocio",NOM,,,10,6
,YǑUMÍNG,famoso,ADJ,,,10,7
,SHŪ,libro,NOM,,,10,8
,BÀOZHǏ,"diario, periódico",NOM,,,10,9
,BĚNZI,"cuaderno, libreta",NOM,,,10,10
,NÀR,allí,PRO,,,10,11
,LIÁNGZHÙ,nombre de un concierto para violín chino,NP,,,10,12
,SHĪFU,trabajador experto / maestro,NOM,,,10,13
,XIĀNGJIĀO,plátano,NOM,,,10,14
,PÍNGGUǑ,manzana,NOM,,,10,15
,ZĚNME,"cómo, por qué",PI,,,10,16
,RÓNGYÌ,fácil,ADJ,,,10,17
,JĪN,clasificador de peso (medio kilo),CLA,,,10,18
,QIÁN,dinero,NOM,,,10,19
,KUÀI,clasificador para unidades básicas de moneda china (oral),CLA,,,10,20
,MÁO,clasificador de unidades de moneda china (oral),CLA,cabello,NOM,10,21
,GUÌ,"caro, apreciado",ADJ,,,10,22
,FĒN,clasificador de unidades de moneda china (oral y escrito),CLA,,,10,23
,SÒNG,regalar,VER,,,10,24
,GĚI,dar,VER,,,10,25
,ZHǍO,dar cambio / buscar,VER,,,10,26
,YUÁN,clasificador para unidades básicas de moneda china (escrito),CLA,,,10,27
,JIǍO,clasificador de unidades de moneda china (escrito),CLA,,,10,28
,YĪNYUÈ,música,NOM,,,10,29
,WÈISHÉNME,¿por qué? / ¿para qué?,PI,,,10,30
,YÍNWÈI,porque,CON,,,10,31
,HUÌ,saber hacer algo (habilidad aprendida),VAUX,,,11,1
,YĪDIǍNR,un poco,CLA,,,11,2
,SĪJĪ,"conductor, chofer",NOM,,,11,3
,DIǍNZHŌNG,en punto,CLA,reloj,NOM,11,4
,CHÀ,"estar corto de, carecer de",VER,,,11,5
,KÈ,un cuarto (de hora),CLA,trimestre,NOM,11,6
,HUÍ,volver,VER,,,11,7
,SHÀNGKÈ,ir a clase,V+O,,,11,8
,JIĀO,enseñar,VER,,,11,9
,NÉNG,poder hacer algo (habilidad física o posiblidad de hacerlo),VAUX,,,11,10
,DÀO,"llegar, alcanzar",VER,,,11,11
,NǍLI,no (expresión de negación que denota modestia),FH,,,11,12
,YĪNGYǓ,inglés (idioma),NOM,,,11,13
,SŪNNÜR,nieta por parte de hijo,NOM,,,11,14
,NǙ'ÉR,hija,NOM,,,11,15
,SUÌSHU,años (edad),NOM,,,11,16
,SHÙ,número,NOM,,,11,17
,HÁI,además / todavía,ADV,,,11,18
,FĒN,minuto,CLA,,,11,19
,BÁIBÁI,adiós,FH,,,11,20
,WÈISHÉNME,"¿por qué?, ¿para qué?",PI,,,11,21
,WÈI,para,PRE,,,11,22
,ZUÓTIĀN,ayer,NOM,,,11,23
,DŌNGXI,"cosas, objetos",NOM,,,11,24
,WÁNR,"pasarlo bien, jugar",VER,,,11,25
,WǍNSHANG,"tarde, noche",NOM,,,11,26
,BÀN,"mitad, media",CLA,,,11,27
,XIĚ,escribir,VER,,,11,28
,HÀNZÌ,carácter chino,NOM,,,11,29
,ZÌ,"carácter, palabra",NOM,,,11,30
,SHUÌJIÀO,"dormir, ir a la cama",V+O,,,11,31
,SHUÌ,dormir,VER,sueño,NOM,11,32
,QǏCHUÁNG,levantarse,V+O,,,11,33
,QǏ,"levantarse, ponerse en pie, elevar",VER,,,11,34
,CHUÁNG,cama,NOM,,,11,35
,YĪNGGĀI,debería,VAUX,,,11,36
,GĀI,debería,VAUX,,,11,37
,WÈNTÍ,"pregunta, problema",NOM,,,11,38
,KĚYǏ,puede que,VAUX,,,11,39
,XĪBĀNYÁYǓ,español,NOM,,,11sup,1
,FǍYǓ,francés,NOM,,,11sup,2
,DÉYǓ,alemán,NOM,,,11sup,3
,RÌYǓ,japonés,NOM,,,11sup,4
,XIÀKÈ,salir de la clase / acabar la clase,V+O,,,11sup,5
,CHĪFÀN,"comer, tomar (una comida)",V+O,,,11sup,6
,KĀICHĒ,conducir un coche,V+O,,,11sup,7
,TIÀOWǓ,bailar,V+O,,,11sup,8
,CHÀNGGĒ,cantar (una canción),V+O,,,11sup,9
,HUÍDÁ,responder,VER,,,11sup,10
,LǏWǓ,"regalo, obsequio",NOM,,,11sup,11
,SHǑUBIǍO,reloj de pulsera,NOM,,,11sup,12
,ZHŌNGBIǍO,reloj de pared,NOM,,,11sup,13
,XĪYĀN,fumar,V+O,,,11sup,14
,NÁN,difícil,ADJ,,,11sup,15
,DǍDĪ,tomar un taxi,V+O,,,11sup,16
全身,QUÁNSHĒN,todo (el cuerpo),NOM,,,12,1
全,QUÁN,"completo, todo",ADJ,,,12,2
身,SHĒN,cuerpo,NOM,,,12,3
舒服,SHŪFU,"cómodo, bien",ADJ,,,12,4
每,MĚI,cada,PRO,,,12,5
锻炼,DUÀNLIÀN,hacer ejercicio físico,VER,,,12,6
头,TÓU,cabeza,NOM,,,12,7
疼,TÉNG,doloroso,ADJ,,,12,8
嗓子,SǍNGZI,garganta,NOM,,,12,9
想,XIǍNG,"querer hacer, tener ganas de hacer, creer",VAUX,,,12,10
医院,YĪYUÀN,hospital,NOM,,,12,11
看病,KÀNBÌNG,ir al médico,V+O,,,12,12
病,BÌNG,enfermedad,NOM,ponerse enfermo,VER,12,13
身体,SHĒNTǏ,"cuerpo, salud",NOM,,,12,14
要,YÀO,"deber, querer hacer algo",VAUX,,,12,15
吧,BA,(partícula modal),PM,,,12,16
还是,HÁISHI,o,CON,,,12,17
一起,YÌQǏ,juntos,ADV,,,12,18
冷,LĚNG,frío,ADJ,,,12,19
穿,CHUĀN,llevar puesto,VER,,,12,20
衣服,YĪFU,ropa,NOM,,,12,21
休息,XIŪXI,descansar,VER,descanso,NOM,12,22
给,GĚI,"a, para",PRE,,,12,23
挂号,GUÀHÀO,registrarse (en un hospital),VER,,,12,24
有点儿,YǑUDIǍNR,un poco,ADV,,,12,25
发炎,FĀYÁN,inflamarse,V+O,,,12,26
发烧,FĀSHĀO,tener fiebre,V+O,,,12,27
烧,SHĀO,quemar,VER,,,12,28
感冒,GǍNMÀO,tener resfriado,VER,resfrío,NOM,12,29
住院,ZHÙYUÀN,estar (internado) en el hospital,V+O,,,12,30
水,SHUǏ,agua,NOM,,,12,31
药,YÀO,medicina,NOM,,,12,32
愿意,YUÀNYÌ,estar dispuesto a hacer algo,VAUX,,,12,33
中药,ZHŌNGYÀO,medicina tradicional china,NOM,,,12,34
西药,XĪYÀO,medicina occidental,NOM,,,12,35
西,XĪ,"oeste, occidental",NOM,,,12,36
,RÈ,calor,NOM,caliente,ADJ,12sup,1
,YÁ,diente,NOM,,,12sup,2
,DÙZI,"abdomen, estómago, vientre",NOM,,,12sup,3
,XIĚ,sangre,NOM,,,12sup,4
,LIÁNGKUAI,fresco,ADJ,,,12sup,5
,SHĒNGHUÓ,vida,NOM,vivir,VER,12sup,6
,ZHÙ,"residir, vivir",VER,,,12sup,7
,ZHŌNGWǓ,mediodía,NOM,,,12sup,8
,GŪNIANG,"chica, niña",NOM,,,13,1
,TĪNGSHUŌ,oír decir,VER,,,13,2
,TĪNG,escuchar,VER,,,13,3
,DÉ,"tener, conseguir, agarrar",VER,,,13,4
,GÀOSU,"decir, contar",VER,,,13,5
,JIÀN,"clasificador para pieza de ropa, parte",CLA,,,13,6
,SHÌR,"asunto, cosa, negocio",NOM,,,13,7
,SÀNBÙ,"dar un paseo, caminar",V+O,,,13,8
,BÙ,paso,NOM,,,13,9
,DIÀN,electricidad,NOM,,,13,10
,DIÀNYǏNG,película,NOM,,,13,11
,DIÀNYǏNGYUÀN,cine,NOM,,,13,12
,YǏNGZI,sombra,NOM,,,13,13
,KĚSHÌ,pero,CON,,,13,14
,ZHǍO,buscar,VER,,,13,15
,FÁNGZI,casa,NOM,,,13,16
,ZŪ,alquilar,VER,,,13,17
,JIĀN,"clasificador para habitación, casa, etc.",CLA,,,13,18
,CHÚFÁNG,cocina,NOM,,,13,19
,CÈSUǑ,baño,NOM,,,13,20
,FÁNGZŪ,(dinero del) alquiler,NOM,,,13,21
,GŌNGSĪ,empresa,NOM,,,13,22
,KĀFĒI,café,NOM,,,13,23
,SÙSHÈ,"dormitorio, habitación",NOM,,,13,24
,BÀN,hacer / hacer frente a,VER,,,13,25
,DǍDIÀNHUÀ,llamar por teléfono,V+O,,,13,26
,DIÀNHUÀ,llamada telefónica / teléfono,NOM,,,13,27
,RÀNG,"permitir, dejar, pedir",VER,,,13,28
,BĀNGZHÙ,ayudar,VER,ayuda,NOM,13,29
,WÉI,hola,OTR,,,13,30
,WÈI,clasificador personas (manera educada),CLA,,,13,31
,JĪNGLǏ,gerente,NOM,,,13,32
,KĚNÉNG,"quizás, puede que",VAUX,,,13,33
,CHĪFÀN,"comer, tomar (una comida)",V+O,,,13,34
,FÀN,comida,NOM,,,13,35
,DĚNG,esperar,VER,,,13,36
,QǏNG,"invitar, solicitar, pedir",VER,,,13,37
,JIĀMĚI,(nombre de inmobiliaria),NP,,,13,38
,ZHŌNGWǓ,mediodía,NOM,,,14,1
,GĀNGCÁI,recién,ADV,,,14,2
,YÓUJÚ,oficina de correos,NOM,,,14,3
,YÓU,enviar por correo,VER,,,14,4
,JÚ,oficina,NOM,,,14,5
,JÌ,"enviar, mandar (algo físico)",VER,,,14,6
,DǍSǍO,limpiar,VER,,,14,7
,DǍ,golpear,VER,,,14,8
,SǍO,barrer,VER,,,14,9
,ZĀNG,sucio,ADJ,,,14,10
,GĀNJÌNG,limpio,ADJ,,,14,11
,BÙHǍOYÌSI,sentirse avergonzado,FH,,,14,12
,XǏ,lavar,VER,,,14,13
,WÀIPÓ,abuela (materna),NOM,,,14,14
,LǍOLǍO,abuela (materna),NOM,,,14,15
,ZHŌNGXUÉ,"liceo, secundario",NOM,,,14,16
,DǍGŌNG,trabajar a tiempo parcial,VER,,,14,17
,NÁNFĀNG,parte sur,NOM,,,14,18
,LǙXÍNG,viajar,VER,viaje,NOM,14,19
,XIǍNG,echar de menos,VER,,,14,20
,LIÚXUÉSHĒNG,estudiante extranjero,NOM,,,14,21
,ZHÙ,"vivir, residir",VER,,,14,22
,LÓU,edificio / piso,NOM,,,14,23
,DUÌ,correcto,ADJ,,,14,24
,CUÒ,incorrecto,ADJ,,,14,25
,NIÀN,leer (en voz alta),VER,,,14,26
,SHĒNGCÍ,nueva palabra,NOM,,,14,27
,SHĒNG,nuevo,ADJ,,,14,28
,CÍ,palabra,NOM,,,14,29
,FÙXÍ,repasar,VER,,,14,30
,KÈWÉN,"texto, lección de texto",NOM,,,14,31
,LIÀNXÍ,practicar,VER,ejercicio (en un libro),NOM,14,32
,LIÀN,practicar,VER,,,14,33
,KǑUYǓ,oral / lengua hablada,NOM,,,14,34
,YǓFǍ,gramática,NOM,,,14,35
,GUÒ,"celebrar (un cumpleaños, una festividad)",VER,,,14,36
,JIÉ,festividad,NOM,,,14,37
,LǏWÙ,regalo,NOM,,,14,38
,SHÈNGDÀN,Navidad,NP,,,14,39
,ŌUZHŌU,Europa,NP,,,14,40
,LĀMĚI,América Latina,NP,,,14,41
,SHÀNGHǍI,Shanghai,NP,,,14,42
,ZǍO,temprano,ADJ,mañana,NOM,15,1
,YÍNHÁNG,banco,NOM,,,15,2
,SHǍO,poco,ADJ,,,15,3
,PÁIDUÌ,hacer cola,V+O,,,15,4
,PÁI,ordenar,VER,fila,NOM,15,5
,DUÌ,fila de personas,NOM,,,15,6
,HUÀN,cambiar,VER,cambio,NOM,15,7
,YĪNGBÀNG,libras esterlinas,NOM,,,15,8
,RÉNMÍNBÌ,RMB,NOM,,,15,9
,RÉNMÍN,pueblo,NOM,,,15,10
,DĚI,"tener que, deber de, necesidad",VAUX,,,15,11
,YÒNG,utilizar,VER,,,15,12
,GĀNG,recién,ADV,,,15,13
,CÓNG,desde,PRE,,,15,14
,DÀO,hasta,PRE,,,15,15
,FĒICHÁNG,extremadamente,ADV,,,15,16
,CÌ,clasificador de acciones,CLA,,,15,17
,CĀNGUĀN,visitar,VER,,,15,18
,BĪNGMǍYǑNG,guerreros de terracota,NOM,,,15,19
,BĪNG,"soldado, luchador",NOM,,,15,20
,MÍNGXÌNPIÀN,postal,NOM,,,15,21
,XÌN,carta,NOM,,,15,22
,GĀI,tocarle hacer una cosa,VER,,,15,23
,GŌNGZUÒRÉNYUÁN,empleado,NOM,,,15,24
,RÉNYUÁN,personal,NOM,,,15,25
,QIĀN,mil,NUM,,,15,26
,SHǓ,contar,VER,,,15,27
,WÁNGFǓJǏNG,zona comercial de Beijing,NP,,,15,28
,XĪĀN,capital de la provincia de Shaanxi,NP,,,15,29
,HǍOJIǓBÚJIÀN,¡cuánto tiempo sin verte!,FH,,,15,30
,HǍOJIǓ,hace mucho tiempo,ADV,,,15,31
,JIÀN,ver,VER,,,15,32
,FĀZHǍN,desarrollar,VER,,,15,33
,KUÀI,rápido,ADJ,,,15,34
,HUÀ,"dialecto, idioma",NOM,,,15,35
,PǓTŌNGHUÀ,lengua común (mandarín),NOM,,,15,36
,NIÁNQĪNG,joven,ADJ,,,15,37
,QĪNG,"ligero, pequeño",ADJ,,,15,38
,LIÚLÌ,fluido,ADJ,,,15,39
,DǑNG,entender,VER,,,15,40
,JIÙ,"con exactitud, exactamente / ahora mismo",ADV,,,15,41
,BǍ,(indicar que la acción tiene efecto sobre el objeto),PRE,,,16,1
,WÀNG,olvidar,VER,,,16,2
,TÚSHŪGUǍN,biblioteca,NOM,,,16,3
,TÚSHŪ,libros,NOM,,,16,4
,GUǍN,tienda / un lugar para actividades culturales,NOM,,,16,5
,BÀNGŌNGSHÌ,oficina,NOM,,,16,6
,BÀNGŌNG,trabajar (en una oficina),VER,,,16,7
,SHÌ,habitación,NOM,,,16,8
,SHÀNG,arriba / subir / última / anterior,OTR,,,16,9
,XIÀ,abajo / bajar / próximo,OTR,,,16,10
,XIĀN,primero / antes,ADV,,,16,11
,JIÈZHŪZHÈNG,carné de biblioteca,NOM,,,16,12
,JIÈ,tomar prestado / prestar,VER,,,16,13
,ZHÈNG,certificado / tarjeta,NOM,,,16,14
,YÍHUÌR,un rato,OTR,,,16,15
,DÀI,traer / llevar,VER,,,16,16
,TIÁN,rellenar,VER,,,16,17
,BIǍO,formulario / tabla / lista,NOM,,,16,18
,NÁ,agarrar,VER,,,16,19
,MÀN,"lento, lentamente",ADJ,,,16,20
,BÙXÍNG,no estar permitido algo,VER,,,16,21
,SHĒNGHUÓ,vivir,VER,vida,NOM,16,22
,ZÌJǏ,"uno mismo, propio",PRO,,,16,23
,XÌNGMÍNG,nombre,NOM,,,16,24
,XÌNGBIÉ,sexo,NOM,,,16,25
,ZHÍYÈ,profesión,NOM,,,16,26
,JIĀO,"entregar / pagar (el alquiler, etc.)",VER,,,16,27
,CHÁNG,largo,ADJ,,,16,28
,JIǓ,largo (tiempo),ADJ,,,16,29
,KǍOSHÌ,hacer un examen,VER,examen,NOM,16,30
,KǍO,hacer un examen,VER,examen,NOM,16,31
,BÚCUÒ,no estar mal,ADJ,,,16,32
,FĀNYÌ,traducir / interpretar,VER,traductor / intérprete,NOM,16,33
,XĪN,nuevo,ADJ,,,16,34
,KÈBĚN,libro de texto,NOM,,,16,35
,CHŪ,salir,VER,fuera,ADV,16,36
,HUÁN,devolver,VER,,,16,37
,GUÒQĪ,haber vencido (un plazo),V+O,,,16,38
,GUÒ,aprobar (un examen),VER,,,16,39
,QĪ,período de tiempo,NOM,,,16,40
,FÁKUǍN,poner una multa,V+O,multa,NOM,16,41
,FÁ,"sancionar, penalizar",VER,,,16,42
,KUǍN,suma (de dinero),NOM,,,16,43
,DIÀNNǍO,computadora,NOM,,,16,44
,DIÀN,electricidad,NOM,,,16,45
,NǍO,cerebro,NOM,,,16,46
,CHÁ,"comprobar, buscar",VER,,,16,47
,SHÍYÒNG,práctico,ADJ,,,16,48
,QÍPÁO,vestido en estilo chino,NOM,,,17,1
,BǏ,que (indica comparación),PRE,,,17,2
,MÀI,vender,VER,,,17,3
,MǍI,comprar,VER,,,17,4
,ZHŌNGSHÌ,estilo chino,ADJ,,,17,5
,SHÌ,"tipo, estilo",NOM,,,17,6
,YǏJĪNG,ya,ADV,,,17,7
,SHĀNGDIÀN,tienda,NOM,,,17,8
,SHĀNG,"comercio, negocios",NOM,,,17,9
,DIÀN,tienda,NOM,,,17,10
,JÍLE,extremadamente,ADV,,,17,11
,YÍDÌNG,"deber, seguramente",ADV,,,17,12
,CHÀ,"que no es estándar, pobre, malo",ADJ,,,17,13
,KĀISHǏ,empezar,VER,,,17,14
,TÀIJÍQUÁN,taichi,NOM,,,17,15
,TÀO,"juego, conjunto",CLA,,,17,16
,SHUÀI,guapo (chico),ADJ,,,17,17
,YÁNSÈ,color,NOM,,,17,18
,HĒI,negro,ADJ,,,17,19
